"","topic","language","term","platform","done"
"132","Global wildfires","zh-cn","全球野火","youtube","False"
"133","Global wildfires","zh-cn","全球野火","dailymotion","False"
"134","Global wildfires","hi","वैश्विक जंगल की आग","youtube","False"
"135","Global wildfires","hi","वैश्विक जंगल की आग","dailymotion","False"
"136","Global wildfires","es","Incendios forestales globales","youtube","False"
"137","Global wildfires","es","Incendios forestales globales","dailymotion","False"
"138","Global wildfires","ar","حرائق الغابات العالمية","youtube","False"
"139","Global wildfires","ar","حرائق الغابات العالمية","dailymotion","False"
"140","Global wildfires","bn","বৈশ্বিক দাবানল","youtube","False"
"141","Global wildfires","bn","বৈশ্বিক দাবানল","dailymotion","False"
"142","Global wildfires","fr","Feux de forêt mondiaux","youtube","False"
"143","Global wildfires","fr","Feux de forêt mondiaux","dailymotion","False"
"144","Global wildfires","ru","Глобальные лесные пожары","youtube","False"
"145","Global wildfires","ru","Глобальные лесные пожары","dailymotion","False"
"146","Global wildfires","pt","Incêndios florestais globais","youtube","False"
"147","Global wildfires","pt","Incêndios florestais globais","dailymotion","False"
"148","Global wildfires","ur","عالمی جنگل کی آگ۔","youtube","False"
"149","Global wildfires","ur","عالمی جنگل کی آگ۔","dailymotion","False"
"150","Global wildfires","de","Globale Waldbrände","youtube","False"
"151","Global wildfires","de","Globale Waldbrände","dailymotion","False"
"152","Global wildfires","jp","世界的な山火事","youtube","False"
"153","Global wildfires","jp","世界的な山火事","dailymotion","False"
"154","Global wildfires","id","Kebakaran hutan global","youtube","False"
"155","Global wildfires","id","Kebakaran hutan global","dailymotion","False"
"156","Oldest footprints in America","en","Oldest footprints in America","youtube","False"
"157","Oldest footprints in America","en","Oldest footprints in America","dailymotion","False"
"158","Oldest footprints in America","zh-cn","美国最古老的脚印","youtube","False"
"159","Oldest footprints in America","zh-cn","美国最古老的脚印","dailymotion","False"
"160","Oldest footprints in America","hi","अमेरिका में सबसे पुराने पैरों के निशान","youtube","False"
"161","Oldest footprints in America","hi","अमेरिका में सबसे पुराने पैरों के निशान","dailymotion","False"
"162","Oldest footprints in America","es","Huellas más antiguas de América","youtube","False"
"163","Oldest footprints in America","es","Huellas más antiguas de América","dailymotion","False"
"164","Oldest footprints in America","ar","اقدم اثار اقدام في امريكا","youtube","False"
"165","Oldest footprints in America","ar","اقدم اثار اقدام في امريكا","dailymotion","False"
"166","Oldest footprints in America","bn","আমেরিকার প্রাচীনতম পায়ের ছাপ","youtube","False"
"167","Oldest footprints in America","bn","আমেরিকার প্রাচীনতম পায়ের ছাপ","dailymotion","False"
"168","Oldest footprints in America","fr","Les empreintes les plus anciennes d'Amérique","youtube","False"
"169","Oldest footprints in America","fr","Les empreintes les plus anciennes d'Amérique","dailymotion","False"
"170","Oldest footprints in America","ru","Самые старые следы в Америке","youtube","False"
"171","Oldest footprints in America","ru","Самые старые следы в Америке","dailymotion","False"
"172","Oldest footprints in America","pt","Pegadas mais antigas na América","youtube","False"
"173","Oldest footprints in America","pt","Pegadas mais antigas na América","dailymotion","False"
"174","Oldest footprints in America","ur","امریکہ میں قدیم ترین نشانات","youtube","False"
"175","Oldest footprints in America","ur","امریکہ میں قدیم ترین نشانات","dailymotion","False"
"176","Oldest footprints in America","de","Älteste Fußabdrücke in Amerika","youtube","False"
"177","Oldest footprints in America","de","Älteste Fußabdrücke in Amerika","dailymotion","False"
"178","Oldest footprints in America","jp","アメリカで最も古い足跡","youtube","False"
"179","Oldest footprints in America","jp","アメリカで最も古い足跡","dailymotion","False"
"180","Oldest footprints in America","id","Jejak kaki tertua di Amerika","youtube","False"
"181","Oldest footprints in America","id","Jejak kaki tertua di Amerika","dailymotion","False"
"182","African ankylosaur","en","African ankylosaur","youtube","False"
"183","African ankylosaur","en","African ankylosaur","dailymotion","False"
"184","African ankylosaur","zh-cn","非洲甲龙","youtube","False"
"185","African ankylosaur","zh-cn","非洲甲龙","dailymotion","False"
"186","African ankylosaur","hi","अफ्रीकी एंकिलोसॉर","youtube","False"
"187","African ankylosaur","hi","अफ्रीकी एंकिलोसॉर","dailymotion","False"
"188","African ankylosaur","es","Anquilosaurio africano","youtube","False"
"189","African ankylosaur","es","Anquilosaurio africano","dailymotion","False"
"190","African ankylosaur","ar","أنكيلوصور أفريقي","youtube","False"
"191","African ankylosaur","ar","أنكيلوصور أفريقي","dailymotion","False"
"192","African ankylosaur","bn","আফ্রিকান অ্যানকাইলোসর","youtube","False"
"193","African ankylosaur","bn","আফ্রিকান অ্যানকাইলোসর","dailymotion","False"
"194","African ankylosaur","fr","Ankylosaure africain","youtube","False"
"195","African ankylosaur","fr","Ankylosaure africain","dailymotion","False"
"196","African ankylosaur","ru","Африканский анкилозавр","youtube","False"
"197","African ankylosaur","ru","Африканский анкилозавр","dailymotion","False"
"198","African ankylosaur","pt","Anquilossauro africano","youtube","False"
"199","African ankylosaur","pt","Anquilossauro africano","dailymotion","False"
"200","African ankylosaur","ur","افریقی اینکیلوسور۔","youtube","False"
"201","African ankylosaur","ur","افریقی اینکیلوسور۔","dailymotion","False"
"202","African ankylosaur","de","Afrikanischer Ankylosaurier","youtube","False"
"203","African ankylosaur","de","Afrikanischer Ankylosaurier","dailymotion","False"
"204","African ankylosaur","jp","アフリカのアンキロサウルス","youtube","False"
"205","African ankylosaur","jp","アフリカのアンキロサウルス","dailymotion","False"
"206","African ankylosaur","id","ankilosaurus Afrika","youtube","False"
"207","African ankylosaur","id","ankilosaurus Afrika","dailymotion","False"
"208","Fuego volcano erupts","en","Fuego volcano erupts","youtube","False"
"209","Fuego volcano erupts","en","Fuego volcano erupts","dailymotion","False"
"210","Fuego volcano erupts","zh-cn","Fuego火山喷发","youtube","False"
"211","Fuego volcano erupts","zh-cn","Fuego火山喷发","dailymotion","False"
"212","Fuego volcano erupts","hi","फुएगो ज्वालामुखी फूटता है","youtube","False"
"213","Fuego volcano erupts","hi","फुएगो ज्वालामुखी फूटता है","dailymotion","False"
"214","Fuego volcano erupts","es","Volcán de fuego entra en erupción","youtube","False"
"215","Fuego volcano erupts","es","Volcán de fuego entra en erupción","dailymotion","False"
"216","Fuego volcano erupts","ar","ثوران بركان فويغو","youtube","False"
"217","Fuego volcano erupts","ar","ثوران بركان فويغو","dailymotion","False"
"218","Fuego volcano erupts","bn","ফুয়েগো আগ্নেয়গিরি বিস্ফোরিত হয়","youtube","False"
"219","Fuego volcano erupts","bn","ফুয়েগো আগ্নেয়গিরি বিস্ফোরিত হয়","dailymotion","False"
"220","Fuego volcano erupts","fr","Le volcan Fuego entre en éruption","youtube","False"
"221","Fuego volcano erupts","fr","Le volcan Fuego entre en éruption","dailymotion","False"
"222","Fuego volcano erupts","ru","Извержение вулкана Фуэго","youtube","False"
"223","Fuego volcano erupts","ru","Извержение вулкана Фуэго","dailymotion","False"
"224","Fuego volcano erupts","pt","Vulcão Fuego entra em erupção","youtube","False"
"225","Fuego volcano erupts","pt","Vulcão Fuego entra em erupção","dailymotion","False"
"226","Fuego volcano erupts","ur","فیوگو آتش فشاں پھٹ گیا۔","youtube","False"
"227","Fuego volcano erupts","ur","فیوگو آتش فشاں پھٹ گیا۔","dailymotion","False"
"228","Fuego volcano erupts","de","Vulkan Fuego bricht aus","youtube","False"
"229","Fuego volcano erupts","de","Vulkan Fuego bricht aus","dailymotion","False"
"230","Fuego volcano erupts","jp","フエゴ火山が噴火","youtube","False"
"231","Fuego volcano erupts","jp","フエゴ火山が噴火","dailymotion","False"
"232","Fuego volcano erupts","id","Gunung berapi Fuego meletus","youtube","False"
"233","Fuego volcano erupts","id","Gunung berapi Fuego meletus","dailymotion","False"
"234","Edible insects","en","Edible insects","youtube","False"
"235","Edible insects","en","Edible insects","dailymotion","False"
"236","Edible insects","zh-cn","食用昆虫","youtube","False"
"237","Edible insects","zh-cn","食用昆虫","dailymotion","False"
"238","Edible insects","hi","खाने योग्य कीड़े","youtube","False"
"239","Edible insects","hi","खाने योग्य कीड़े","dailymotion","False"
"240","Edible insects","es","Insectos comestibles","youtube","False"
"241","Edible insects","es","Insectos comestibles","dailymotion","False"
"242","Edible insects","ar","حشرات صالحة للأكل","youtube","False"
"243","Edible insects","ar","حشرات صالحة للأكل","dailymotion","False"
"244","Edible insects","bn","ভোজ্য পোকামাকড়","youtube","False"
"245","Edible insects","bn","ভোজ্য পোকামাকড়","dailymotion","False"
"246","Edible insects","fr","Insectes comestibles","youtube","False"
"247","Edible insects","fr","Insectes comestibles","dailymotion","False"
"248","Edible insects","ru","Съедобные насекомые","youtube","False"
"249","Edible insects","ru","Съедобные насекомые","dailymotion","False"
"250","Edible insects","pt","Insetos comestíveis","youtube","False"
"251","Edible insects","pt","Insetos comestíveis","dailymotion","False"
"252","Edible insects","ur","خوردنی کیڑے۔","youtube","False"
"253","Edible insects","ur","خوردنی کیڑے۔","dailymotion","False"
"254","Edible insects","de","Essbare Insekten","youtube","False"
"255","Edible insects","de","Essbare Insekten","dailymotion","False"
"256","Edible insects","jp","食用昆虫","youtube","False"
"257","Edible insects","jp","食用昆虫","dailymotion","False"
"258","Edible insects","id","Serangga yang bisa dimakan","youtube","False"
"259","Edible insects","id","Serangga yang bisa dimakan","dailymotion","False"
"260","Titanokorys gainesi fossil","en","Titanokorys gainesi fossil","youtube","False"
"261","Titanokorys gainesi fossil","en","Titanokorys gainesi fossil","dailymotion","False"
"262","Titanokorys gainesi fossil","zh-cn","Titanokorys Gainesi 化石","youtube","False"
"263","Titanokorys gainesi fossil","zh-cn","Titanokorys Gainesi 化石","dailymotion","False"
"264","Titanokorys gainesi fossil","hi","टाइटेनोकोरिस गेनेसी फॉसिल","youtube","False"
"265","Titanokorys gainesi fossil","hi","टाइटेनोकोरिस गेनेसी फॉसिल","dailymotion","False"
"266","Titanokorys gainesi fossil","es","Titanokorys gainesi fósil","youtube","False"
"267","Titanokorys gainesi fossil","es","Titanokorys gainesi fósil","dailymotion","False"
"268","Titanokorys gainesi fossil","ar","أحفورة تيتانوكوريز","youtube","False"
"269","Titanokorys gainesi fossil","ar","أحفورة تيتانوكوريز","dailymotion","False"
"270","Titanokorys gainesi fossil","bn","টাইটানোকোরিস জীবাশ্ম লাভ করে","youtube","False"
"271","Titanokorys gainesi fossil","bn","টাইটানোকোরিস জীবাশ্ম লাভ করে","dailymotion","False"
"272","Titanokorys gainesi fossil","fr","Fossile de Titanokorys gainesi","youtube","False"
"273","Titanokorys gainesi fossil","fr","Fossile de Titanokorys gainesi","dailymotion","False"
"274","Titanokorys gainesi fossil","ru","Окаменелость Titanokorys Gainesi","youtube","False"
"275","Titanokorys gainesi fossil","ru","Окаменелость Titanokorys Gainesi","dailymotion","False"
"276","Titanokorys gainesi fossil","pt","Fóssil de Titanokorys gainesi","youtube","False"
"277","Titanokorys gainesi fossil","pt","Fóssil de Titanokorys gainesi","dailymotion","False"
"278","Titanokorys gainesi fossil","ur","Titanokorys حاصل شدہ جیواشم","youtube","False"
"279","Titanokorys gainesi fossil","ur","Titanokorys حاصل شدہ جیواشم","dailymotion","False"
"280","Titanokorys gainesi fossil","de","Titanokorys Gainesi Fossil","youtube","False"
"281","Titanokorys gainesi fossil","de","Titanokorys Gainesi Fossil","dailymotion","False"
"282","Titanokorys gainesi fossil","jp","ティタノコリスゲインシ化石","youtube","False"
"283","Titanokorys gainesi fossil","jp","ティタノコリスゲインシ化石","dailymotion","False"
"284","Titanokorys gainesi fossil","id","Fosil Titanokorys gainesi","youtube","False"
"285","Titanokorys gainesi fossil","id","Fosil Titanokorys gainesi","dailymotion","False"
"286","Severe water shortage","en","Severe water shortage","youtube","False"
"287","Severe water shortage","en","Severe water shortage","dailymotion","False"
"288","Severe water shortage","zh-cn","严重缺水","youtube","False"
"289","Severe water shortage","zh-cn","严重缺水","dailymotion","False"
"290","Severe water shortage","hi","पानी की भारी कमी","youtube","False"
"291","Severe water shortage","hi","पानी की भारी कमी","dailymotion","False"
"292","Severe water shortage","es","Grave escasez de agua","youtube","False"
"293","Severe water shortage","es","Grave escasez de agua","dailymotion","False"
"294","Severe water shortage","ar","نقص حاد في المياه","youtube","False"
"295","Severe water shortage","ar","نقص حاد في المياه","dailymotion","False"
"296","Severe water shortage","bn","পানির তীব্র সংকট","youtube","False"
"297","Severe water shortage","bn","পানির তীব্র সংকট","dailymotion","False"
"298","Severe water shortage","fr","Grave pénurie d'eau","youtube","False"
"299","Severe water shortage","fr","Grave pénurie d'eau","dailymotion","False"
"300","Severe water shortage","ru","Острая нехватка воды","youtube","False"
"301","Severe water shortage","ru","Острая нехватка воды","dailymotion","False"
"302","Severe water shortage","pt","Grave falta de água","youtube","False"
"303","Severe water shortage","pt","Grave falta de água","dailymotion","False"
"304","Severe water shortage","ur","پانی کی شدید قلت۔","youtube","False"
"305","Severe water shortage","ur","پانی کی شدید قلت۔","dailymotion","False"
"306","Severe water shortage","de","Schwerer Wassermangel","youtube","False"
"307","Severe water shortage","de","Schwerer Wassermangel","dailymotion","False"
"308","Severe water shortage","jp","深刻な水不足","youtube","False"
"309","Severe water shortage","jp","深刻な水不足","dailymotion","False"
"310","Severe water shortage","id","Kekurangan air yang parah","youtube","False"
"311","Severe water shortage","id","Kekurangan air yang parah","dailymotion","False"
"312","Migrating birds crash into NYC skyscrapers","en","Migrating birds crash into NYC skyscrapers","youtube","False"
"313","Migrating birds crash into NYC skyscrapers","en","Migrating birds crash into NYC skyscrapers","dailymotion","False"
"314","Migrating birds crash into NYC skyscrapers","zh-cn","候鸟撞上纽约摩天大楼","youtube","False"
"315","Migrating birds crash into NYC skyscrapers","zh-cn","候鸟撞上纽约摩天大楼","dailymotion","False"
"316","Migrating birds crash into NYC skyscrapers","hi","प्रवासी पक्षी NYC गगनचुंबी इमारतों में दुर्घटनाग्रस्त हो जाते हैं","youtube","False"
"317","Migrating birds crash into NYC skyscrapers","hi","प्रवासी पक्षी NYC गगनचुंबी इमारतों में दुर्घटनाग्रस्त हो जाते हैं","dailymotion","False"
"318","Migrating birds crash into NYC skyscrapers","es","Las aves migratorias chocan contra los rascacielos de Nueva York","youtube","False"
"319","Migrating birds crash into NYC skyscrapers","es","Las aves migratorias chocan contra los rascacielos de Nueva York","dailymotion","False"
"320","Migrating birds crash into NYC skyscrapers","ar","الطيور المهاجرة تصطدم بناطحات السحاب في مدينة نيويورك","youtube","False"
"321","Migrating birds crash into NYC skyscrapers","ar","الطيور المهاجرة تصطدم بناطحات السحاب في مدينة نيويورك","dailymotion","False"
"322","Migrating birds crash into NYC skyscrapers","bn","অভিবাসী পাখি NYC এর আকাশচুম্বী ভবনে আছড়ে পড়ে","youtube","False"
"323","Migrating birds crash into NYC skyscrapers","bn","অভিবাসী পাখি NYC এর আকাশচুম্বী ভবনে আছড়ে পড়ে","dailymotion","False"
"324","Migrating birds crash into NYC skyscrapers","fr","Des oiseaux migrateurs s'écrasent sur les gratte-ciel de New York","youtube","False"
"325","Migrating birds crash into NYC skyscrapers","fr","Des oiseaux migrateurs s'écrasent sur les gratte-ciel de New York","dailymotion","False"
"326","Migrating birds crash into NYC skyscrapers","ru","Перелетные птицы врезаются в небоскребы Нью-Йорка","youtube","False"
"327","Migrating birds crash into NYC skyscrapers","ru","Перелетные птицы врезаются в небоскребы Нью-Йорка","dailymotion","False"
"328","Migrating birds crash into NYC skyscrapers","pt","Pássaros em migração caem em arranha-céus de Nova York","youtube","False"
"329","Migrating birds crash into NYC skyscrapers","pt","Pássaros em migração caem em arranha-céus de Nova York","dailymotion","False"
"330","Migrating birds crash into NYC skyscrapers","ur","ہجرت کرنے والے پرندے نیویارک کے فلک بوس عمارتوں سے ٹکرا گئے۔","youtube","False"
"331","Migrating birds crash into NYC skyscrapers","ur","ہجرت کرنے والے پرندے نیویارک کے فلک بوس عمارتوں سے ٹکرا گئے۔","dailymotion","False"
"332","Migrating birds crash into NYC skyscrapers","de","Zugvögel stürzen in NYC-Wolkenkratzer","youtube","False"
"333","Migrating birds crash into NYC skyscrapers","de","Zugvögel stürzen in NYC-Wolkenkratzer","dailymotion","False"
"334","Migrating birds crash into NYC skyscrapers","jp","渡り鳥がニューヨークの高層ビルに激突","youtube","False"
"335","Migrating birds crash into NYC skyscrapers","jp","渡り鳥がニューヨークの高層ビルに激突","dailymotion","False"
"336","Migrating birds crash into NYC skyscrapers","id","Burung yang bermigrasi menabrak gedung pencakar langit NYC","youtube","False"
"337","Migrating birds crash into NYC skyscrapers","id","Burung yang bermigrasi menabrak gedung pencakar langit NYC","dailymotion","False"
"338","Largest tree forest fire","en","Largest tree forest fire","youtube","False"
"339","Largest tree forest fire","en","Largest tree forest fire","dailymotion","False"
"340","Largest tree forest fire","zh-cn","最大的树木森林火灾","youtube","False"
"341","Largest tree forest fire","zh-cn","最大的树木森林火灾","dailymotion","False"
"342","Largest tree forest fire","hi","सबसे बड़ा पेड़ जंगल की आग","youtube","False"
"343","Largest tree forest fire","hi","सबसे बड़ा पेड़ जंगल की आग","dailymotion","False"
"344","Largest tree forest fire","es","El incendio forestal más grande del árbol","youtube","False"
"345","Largest tree forest fire","es","El incendio forestal más grande del árbol","dailymotion","False"
"346","Largest tree forest fire","ar","أكبر حريق غابات الأشجار","youtube","False"
"347","Largest tree forest fire","ar","أكبر حريق غابات الأشجار","dailymotion","False"
"348","Largest tree forest fire","bn","সবচেয়ে বড় গাছে বনে আগুন","youtube","False"
"349","Largest tree forest fire","bn","সবচেয়ে বড় গাছে বনে আগুন","dailymotion","False"
"350","Largest tree forest fire","fr","Le plus grand feu de forêt d'arbres","youtube","False"
"351","Largest tree forest fire","fr","Le plus grand feu de forêt d'arbres","dailymotion","False"
"352","Largest tree forest fire","ru","Крупнейший лесной пожар на дереве","youtube","False"
"353","Largest tree forest fire","ru","Крупнейший лесной пожар на дереве","dailymotion","False"
"354","Largest tree forest fire","pt","Maior incêndio florestal","youtube","False"
"355","Largest tree forest fire","pt","Maior incêndio florestal","dailymotion","False"
"356","Largest tree forest fire","ur","درختوں کے جنگل کی سب سے بڑی آگ۔","youtube","False"
"357","Largest tree forest fire","ur","درختوں کے جنگل کی سب سے بڑی آگ۔","dailymotion","False"
"358","Largest tree forest fire","de","Größter Baumwaldbrand","youtube","False"
"359","Largest tree forest fire","de","Größter Baumwaldbrand","dailymotion","False"
"360","Largest tree forest fire","jp","最大の木の森林火災","youtube","False"
"361","Largest tree forest fire","jp","最大の木の森林火災","dailymotion","False"
"362","Largest tree forest fire","id","Kebakaran hutan pohon terbesar","youtube","False"
"363","Largest tree forest fire","id","Kebakaran hutan pohon terbesar","dailymotion","False"
"364","Flash flood warning","en","Flash flood warning","youtube","False"
"365","Flash flood warning","en","Flash flood warning","dailymotion","False"
